ID Planinfra,Ano de entrada,Registro do ID,Data da ação,Status,AUTORIZAÇÃO,Cidade,Estado,PRIORIDADE EMAER,COMAR,ODS,OM,DESCRIÇÃO,Solicitante,Documento de Solicitação,DOCUMENTO do Caderno de Necessidades,Data do Carderno de Necessidades,VALOR ESTIMATIVA (R$),RESPONSAVEL PROJETO,INÍCIO DO PROJETO/TAP,PRAZO DE PROJETO,PROJETO,VALOR PROJETO  (R$),DOCUMENTO ENTREGA do Projeto,Data de entrega do Projeto,DOCUMENTO CANCELAMENTO,DOCUMENTO SUSPENSÃO,RESPONSÁVEL LICITAÇÃO,Origem do Crédito,DATA DA LICITAÇÃO,Valor Obra (R$),Apostilamentos/Reajustes,1o Valor Aditivo (R$),2o Valor Aditivo (R$),3o Valor Aditivo (R$),4o Valor Aditivo (R$),5o Valor Aditivo (R$),Valor Vigente (R$),RESPONSÁVEL FISCALIZAÇÃO,INÍCIO DA OBRA,PRAZO ORIGINAL DA OBRA,1o ADITIVO DE PRAZO (DIAS),2o ADITIVO DE PRAZO (DIAS),3o ADITIVO DE PRAZO (DIAS),4o ADITIVO DE PRAZO (DIAS),5o ADITIVO DE PRAZO (DIAS),Valor Total Medido,PRAZO DA OBRA,EXECUÇÃO,OBS,PUBLICAR,Data que saiu do PlanINFRA,Setor Responsável,Telefone,RESPONSÁVEL ETPE,DOCUMENTO do ETPE,Data do ETPE,GERENTE DO PROJETO,TELEFONE DO GERENTE,DOCUMENTO de envio do TAP para o cliente,DATA de envio do TAP para o cliente,DOCUMENTO de recebimento do TAP assinado pelo cliente,VALOR ESTIMATIVA TAP (R$),LINK DO GPAER,DOCUMENTO de envio do TMP para o cliente,DATA de envio do TMP para o cliente,DOCUMENTO de recebimento do TMP assinado pelo cliente,DATA de recebimento do TMP assinado pelo cliente,ACRÉSCIMO VALOR TMP,ACRÉSCIMO PRAZO TMP,ESTIMATIVA PROJETO VIGENTE,PRAZO PROJETO VIGENTE,DOCUMENTO de assinatura do TEP pelo cliente,DATA de assinatura do TEP pelo cliente,REGISTRO SISOP,USUÁRIO ÚLTIMO AÇÃO,DOCUMENTO AUTORIZAÇÃO PARA LICITAR,DATA AUTORIZAÇÃO PARA LICITAR,DATA ENVIO DA DNR À UG EXEC,DATA ENVIO À CJU,DATA RETORNO DA CJU,DATA PUBLICAÇÃO EDITAL,DATA ENTREGA PROPOSTAS,VALOR ADJUDICADO,CÓDIGO PTA,INÍCIO PTA,TÉRMINO PTA,TIPO LICITACAO,NUMERO LICITACAO
2024-2135,2024,2135,19/08/2024 15:05:31,PRC,PlanINFRA,SÃO JOSÉ DOS CAMPOS,SP,,IV COMAR,DCTA,PASJ,"Modernização dos 2 elevadores dos blocos H09A, H09B e H09C",PASJ,Ofício nº 100/SPAT/422,Ofício nº 100/SPAT/422,3/23/2023,"R$ 864.000,00",SERINFRA-SJ,1/19/2024,7/31/2024,100,"R$ 1.305.976,70",Ofício nº 61/SSEP SJ/535,7/31/2024,,,,FAB 219D,,,,,,,,,"R$ 1.305.976,70",,,,,,,,,,,,Documentos todos minutados e em revisão. ARTs em emissão.,SIM,,,,Elo 5,Ofício nº 21/DTEN SJ/5362,31/05/2023,Ten Ferdinando,(12)3947-3349,Email (coimbradco@fab.mil.br),11/01/2024,Email (coimbradco@fab.mil.br),"R$ 864.000,00",https://www.gpaer.intraer/#app/1_29/1,,,,,,,"R$ 864.000,00",31/07/2024,Ofício nº 220/DPAT/1060,14/08/2024,,coimbradco,,,,,,,,,,,,,
2024-2136,2024,2136,30/01/2024 08:37:23,PCN,Encerrado,NOVO PROGRESSO,PA,,I COMAR,COMPREP,CPBV,Recuperação Estrutural da ponte principal do CPBV,,,,,,EB,,,,,,,,,,FAB 219D,,,,,,,,,,,,,,,,,,,,,Substituído pelo ID 2025-2280.,SIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2137,2024,2137,15/04/2025 14:37:40,LIA,PlanINFRA,MANAUS,AM,,VII COMAR,SEFA,PAMN,Recuperação estrutural no prédio residencial da vila Militar de Flores,,,002/PAMN/2022,12/26/2022,"R$ 3.470.551,38",SERINFRA-MN,4/12/2024,6/28/2024,100,"R$ 3.501.064,52",Ofício nº 48/SEN MN/554,7/5/2024,,,GAP-MN,FAB 219D,,,,,,,,,"R$ 3.501.064,52",,,,,,,,,,,,"Reg. 13/03/2024 - Of nº1/SSOB MN/279 de 13 de março solicitando o Modificação de Projeto.
Ofício nº 246/SEN MN, de 2 de maio de 2024 (novo prazo 28/06/2024).
Projeto Concluído.
Status do projeto: 95%
Ofício nº 48/SEN MN/554,  5 de julho de 2024.Termo de Encerramento de Projeto (TEP) . 
TEP enviado para cliente- aguardando assinatura. 
TEP ASSINADO PELO CLIENTE EM 02/09/2024 - SILOMS 1206 - ofício 6/PAMN/795 
04/10/2024 - Licitação autorizada por meio do ofício n° 266/AOOC/5693, de 01/10/2024.
",SIM,,,,Elo 3,22/DTINFRA-MN/2023,09/05/2023,2T KAIO,(92) 2020-1948,Ofício nº 170/SEN MN/1163,08/02/2024,Ofício 50/SSPMC/390,"R$ 3.967.977,18",http://www.gpaer.intraer/index.php?login_externo=1&id=1872a9d1-8970-8384-b172-623690c44e90,Ofício 489/SEN MN/3293,09/04/2024,Ofício 50/SSPMC/390,12/04/2024,,,"R$ 3.967.977,18",28/06/2024,Ofício nº6/PAMN/795 ,03/09/2024,,ece.dirinfra,266/AOOC/5693,01/10/2024,,,,,,,,,,,
2024-2138,2024,2138,08/05/2024 10:07:04,PCN,Encerrado,SÃO PAULO,SP,,IV COMAR,COMGAP,PAMA-SP,Substituição de telhas e luminárias no Armazém de Reparáveis,PAMA-SP,"Ofício nº 4/EPPL/704, 26/01/2024",CN elaborado pelo PAMA-SP - S/Nº,1/9/2023,"R$ 939.002,49",CEPE,,,,,,,Of. n° 8/AADM/1853,,,FAB 219D,,,,,,,,,"R$ 939.002,49",,,,,,,,,,,,"CN e ETPE recebidos. Visita técnica realizada pela equipe do CEPE em 07/02/2024, para levantamento de informações e elaboração do TAP. TAP em andamento. 
Projeto cancelado conforme ofícios n° 8/AADM/1853 e 22/SDP/340.",SIM,,,,Elo 5,SP34-17EP01-GER-EV001,29/05/2023,Cap Eng ELT Flavio Augusto,(11) 3382-5257,,,,,,,,,,,,,,,,,flavioaugustofabr,,,,,,,,,,,,,
2024-2139,2024,2139,07/04/2025 09:55:09,PRI,PlanINFRA,LAGOA SANTA,MG,,III COMAR,COMGEP,CIAAR,Adequar o Estande de Tiro do CIAAR,CIAAR,,,,"R$ 2.115.970,00",SERINFRA-RJ,10/28/2024,4/11/2025,35,,,,,,,FAB 219D,,,,,,,,,"R$ 2.262.000,00",,,,,,,,,,,,"Prazo do projeto a ser realocado para 01 SET À 15 DEZ 2024.
Visita Técnica ao local realizada no dia 18 AGO 2024.


O projeto encontra-se pausado devido a urgência no empenho de esforços deste efetivo no levantamento de áreas e ocupação do PREDCOMAER. Haverão tratativas futuras quanto ao novo prazo.

Atraso na entrega do projeto pois foi necessário atender demandas urgentes. Nova previsão de entrega do projeto ABRIL/2025. ",SIM,,,,,,,,,315/SSEP-RJ/1105,09/10/2024,14/SSPAT/9527,"R$ 2.262.000,00",,,,,,,,"R$ 2.262.000,00",11/04/2025,,,,ece.dirinfra,,,,,,,,,,,,,
2024-2140,2024,2140,19/04/2024 19:07:12,PCN,Encerrado,BRASÍLIA,DF,,VI COMAR,COMAE,COPE,Ampliação da área de vestiários do centro de convivência do COPE,COPE,Ofício 9/SIE/1980,Ofício 9/SIE/1980,3/30/2023,"R$ 495.065,00",CEPE,,3/31/2025,,,,,46/COPE/4596,,,FAB 219D,,,,,,,,,"R$ 495.065,00",,,,,,,,,,,,"12/04/2024 - 2º Ten QOCon AQT Augusto realizou contato telefônico com os militares do COPE que participaram da elaboração do CN, solicitando envio das plantas e materiais de apoio contidos em link do Drive. Aguardando envio para análise do material em comento.

19/04/2024 - Atualizado prazo do projeto, conforme PTA DIRINFRA 2024.
11/07/24 - Projeto cancelado conforme Of 46/COPE/4596, atendendo à solicitação de substituição da presente demanda pelo projeto de ID 2024-2212.",SIM,,,,Elo 1,DF-13-99EP01-GER-EV001,16/06/2023,1º Ten AQT Costa,(11) 3382-5257,,,,,,,,,,,,,31/03/2025,,,,flavioaugustofabr,,,,,,,,,,,,,
2024-2141,2024,2141,18/02/2025 10:59:56,PRC,PlanINFRA,SÃO JOSÉ DOS CAMPOS,SP,,IV COMAR,DCTA,DCTA,Reforma do Sistema de Abastecimento de Água do Comando do DCTA - Fase 1,DCTA,Ofício nº 39/DIP/5226,Ofício nº 39/DIP/5226,3/29/2023,"R$ 460.006,12",SERINFRA-SJ,1/31/2024,12/31/2024,100,"R$ 620.561,47",Ofício nº 1/SSEP SJ/15,1/13/2025,,,,FAB 219D,,,,,,,,,"R$ 620.561,47",,,,,,,,,,,,"TAP assinado em janeiro. Início do dimensionamento previsto para agosto de 2024
03/09/24 - Projeto faseado conforme Of 66/SSEP SJ/636 do SERINFRA-SJ, criado ID 2024-2222 para FAse 2 que contemplará o sistema de combate a incêndio.
Elaborado TMP e encaminhado ao cliente. Foi definido novo valor estimado para o projeto. Projeto em fase de conclusão. 

13/01/2025 - Projeto entregue ao DCTA, via Ofício nº 1/SSEP SJ/15.",SIM,,,,Elo 5,Ofício nº 16/DTEN SJ/5285,30/05/2023,Ten Flávia Bitti,(12)33947-3349,Email (flaviabittifclfb@fab.mil.br),30/01/2024,Email (flaviabittifclfb@fab.mil.br),"R$ 554.728,29",http://www.gpaer.intraer/index.php?login_externo=1&id=120261e7-1fba-e134-5d2f-ae39f115a22e,Ofício nº 67/SSEP SJ/637,28/08/2024,Via subprocesso do SILOMS nº 5447,04/10/2024,94722.17,0,"R$ 649.450,46",31/12/2024,Ofício nº 18/DIP/2019,06/02/2025,,coimbradco,,,,,,,,,,,,,
2024-2142,2024,2142,31/03/2025 10:15:52,OBI,PlanINFRA,MANAUS,AM,,VII COMAR,COMPREP,BAMN,Reforma e Adequação das Instalações do Simulador de Voo da BAMN - COMPREP-2025-1-AM-RE,,,CN-01/2023/BAMN,1/17/2023,"R$ 1.511.174,64",SERINFRA-MN,2/22/2024,4/30/2024,100,"R$ 3.150.351,21",Ofício nº 6/DTEN MN/4248,5/2/2024,,,,FAB 20X6,,"R$ 2.828.997,99",,,,,,,"R$ 2.828.997,99",SERINFRA-MN,2/3/2025,11/25/2025,,,,,,,11/25/2025,6,"[02/05/2024] Ofício nº 6/DTEN MN/4248 (TEP enviado para assinatura).
Projeto com 95% para conclusão.
===========================
[29/10/2024] Status alterado para LIA, conforme Ofício nº 126/SAO/24567. Publicação Diário Oficial da União: 15/10/2024. Previsão de abertura de Licitação: 30/10/2024. Previsão de Homologação: 15/11/2024.
===========================
[29/01/2025] Assinatura do Contrato No 058/GAPMN-BAMN/2024. 
===========================
[31/01/2025]  OES assinada autorizando início da obra a contar de 03/02/2025.
===========================
[31/03/2025] Correção do nº registro SISOP de COMPREP-2025-0-AM-RE para COMPREP-2025-1-AM-RE
",SIM,,,,Elo 3,24/DTINFRA-MN/2023,09/05/2023,2T ROSAS,,Ofício n°200/SEN MN/1415,20/02/2024,Ofício n°9/SPO/14802,"R$ 2.280.246,20",,,,,,,,"R$ 2.280.246,20",30/04/2024,Ofício n. 29/SPO/18043,09/05/2024,COMPREP-2025-1-AM-RE,ece.dirinfra,,,,,,,,,,,,,
2024-2143,2024,2143,30/07/2024 14:59:08,PRC,PlanINFRA,SÃO PAULO,SP,,,SEFA,GAP-SP,"Readequação do SPDA do IV COMAR, do GAP-SP e da SASDAB",DIRINFRA,PTA DIRINFRA,,,"R$ 1.116.873,51",CEPE,4/1/2024,7/26/2024,100,"R$ 3.712.861,45",Of. nº 15/DT-QUA/944,7/24/2024,,,,FAB 219D,,,,,,,,,"R$ 3.712.861,45",,,,,,,,,,,,"16/04/2024 - Projeto iniciado, visando subsidiar posterior elaboração de Ata de Registro de Preços por parte do GAP-SP em apoio às OM do GUARNAE-SP.

01/05/2024 - Planilha orçamentária concluída, desenhos e especificação técnica em andamento.

11/06/2024 - Em virtude de replanejamento interno, o prazo estimado para entrega dos documentos que embasarão o processo de ARP junto ao GAP-SP foi postergado para o dia 28/06/2024.

30/07/2024 - Subprocesso SILOMS CEPE #3813 restituído pelo sistema com o TEP devidamente assinado pela Chefe do GAP-SP. Não foi localizado Ofício remetido pelo cliente com o informe da assinatura do referido TEP. Atualizado o percentil de andamento do projeto (100%) e alterado status para concluído (PRC).",SIM,,,,Elo 8,,,Cap Eng ELT Mata,(11) 3382-5257,Não aplicável,01/04/2024,Não aplicável,"R$ 1.116.873,51",http://www.gpaer.intraer/index.php?login_externo=1&id=942db9b6-a7d8-c154-fdeb-9f58d5795bd0,,,,,,,"R$ 1.116.873,51",26/07/2024,Subprocesso SILOMS CEPE #3813,24/07/2024,,flavioaugustofabr,,,,,,,,,,,,,
2024-2144,2024,2144,08/05/2024 10:05:50,PCN,Encerrado,SÃO PAULO,SP,,IV COMAR,COMGAP,PAMA-SP,"Substituição de telhas, luminárias e instalação do Sistema de Proteção Contra Descargas Atmosféricas (SPDA) na Seção de Motores",PAMA-SP,"Ofício nº 4/EPPL/704, 26/01/2024",Caderno de Necessidades do PAMA-SP S/N,1/9/2023,"R$ 3.165.059,22",CEPE,,,,,,,"Ofício nº 9/SDP/171, de 19 de fevereiro de 2024",,,FAB 219D,,,,,,,,,"R$ 3.165.059,22",,,,,,,,,,,,"Contratado por intermédio de ata de registro de preços, conforme Ofícios nº 9/SDP/171, de 19 de fevereiro de 2024, e n° 22/SDP/340.

Ofício 9/ECCP/2282, da DIRINFRA ao PAMA-SP, confirmou cancelamento do PRJ. 
Ofício 8/AADM/1853, do PAMA-SP, ratifica sobre o cancelamento da demanda.
",SIM,,,,Elo 5,SP34-17EP02-GER-EV001,30/06/2023,Cap Eng ELT Flavio Augusto,(11) 3382-5257,,,,,,,,,,,,,,,,,flavioaugustofabr,,,,,,,,,,,,,
2024-2145,2024,2145,12/02/2025 08:26:21,PRC,PlanINFRA,PIRASSUNUNGA,SP,,IV COMAR,COMGEP,AFA,Adequação do Estande de Tiro da AFA,AFA,,"Ofício nº 9/DA/6770, com CN nº 03/AFA/2023 em anexo",3/31/2023,"R$ 1.367.728,00",CEPE,4/25/2024,10/31/2024,100,"R$ 515.149,40",SP24-06PE01-GER-TE001,10/31/2024,,,,FAB 219D,,,,,,,,,"R$ 515.149,40",,,,,,,,,,,,"17/04/2024 - Visita Técnica da equipe de projetistas designada programada para a semana de 22 a 25 ABR. Estimada de lavratura do TAP e abertura do projeto em 25/04/2024.

19/04/2024 - Atualizado prazo do projeto, conforme PTA DIRINFRA / PTA CEPE 2024.

11/06/2024 - Conforme tratativas com a DA da AFA, em elaboração peças técnicas visando subsidiar serviço de manutenção via Ata de Registro de Preços vigente naquela OM (previsão de entrega em 28/06). Após o feito, será elaborado Relatório Técnico / Estudo Técnico Preliminar com apresentação de novas alternativas para o referido estande, para apreciação e decisão da DIRINFRA / AFA.

31/10/2024 - Realizada a remessa do projeto por meio do subprocesso SILOMS #3986 e do TEP pelo subprocesso SILOMS # 3993. Remessa informada por meio do Of. nº 79/SDP/1319.
",SIM,,,,Elo 5,SP24-06EP01-EST-EV001,31/05/2023,Cap Eng CIV Eduardo,(11) 3382-5257,Não aplicável.,25/04/2024,Não aplicável.,"R$ 1.367.728,00",http://www.gpaer.intraer/index.php?login_externo=1&id=7cc8ff1c-3607-68f4-d59b-3adb87302733,,,,,,,"R$ 1.367.728,00",31/10/2024,Subprocesso SILOMS n° 3993,29/01/2025,,camposgcc,,,,,,,,,,,,,
2024-2146,2024,2146,25/11/2024 11:16:03,PRI,PlanINFRA,BRASÍLIA,DF,,VI COMAR,COMAE,COMAE,Reforma do estacionamento do COMAE,,,,,"R$ 1.357.071,86",SERINFRA-BR,10/25/2024,10/31/2024,95,"R$ 931.989,71",219/SSEP-BR/888,11/12/2024,,,,FAB 219D,,,,,,,,,"R$ 931.989,71",,,,,,,,,,,,"29/10/2024 - Descrição do objeto alterada de ""Reforma do estacionamento do COPE"" para ""Reforma do estacionamento do COMAE"", conforme solicitado no ofício n° 174/SSEP-BR/768. Trata-se de alteração do objeto em substituição ao previsto originalmente. Valor estimado no ETPE alterado de R$ 305.178,54 (que se referia ao COPE) para vazio.",SIM,,,,Elo 1,,,,,Ofício nº 188/SSEP-BR/809,18/10/2024,Subprocesso SILOMS n° 1569,"R$ 784.106,45",,,,,,,,"R$ 784.106,45",31/10/2024,,,,pedrofrancapfs,,,,,,,,,,,,,
2024-2147,2024,2147,26/03/2025 15:42:20,OBI,PlanINFRA,BOA VISTA,RR,,VII COMAR,COMGEP,GSAU-BV,Construção do CAIS/ Fisioterapia da BABV,,,Ofício n. 19/SECGSAU/300/,3/1/2024,"R$ 1.500.000,00",SERINFRA-MN,5/22/2024,7/15/2024,100,"R$ 3.305.794,58",Ofício nº 52/SEN MN/591,7/16/2024,,,BABV,EMENDA PARLAMENTAR,12/3/2024,"R$ 2.640.000,00",,,,,,,"R$ 2.640.000,00",,4/7/2025,,,,,,,,4/6/2026,,"Alteração do objeto:

Nome antigo:Construção do GSAU-BV: No planinfra (2024-2147)

Nome novo:Construção do CAIS/ Fisioterapia da BABV

20/09/2024 - Status alterado de PRC para LIA, uma vez que foi publicado o Edital da Concorrência Eletrônica n° 90.089/2024 (https://www.in.gov.br/web/dou/-/aviso-de-licitacao-581383393). Entrega das propostas a partir de 30/08/2024 e abertura delas em 02/10/2024. Link do comprasnet: https://comprasnet.gov.br/ConsultaLicitacoes/download/download_editais_detalhe.asp?coduasg=120637&modprp=3&numprp=900892024

Ofício nº 52/SEN MN/591, de 16 de julho de 2024. - 


Motivo: Mudança de escopo, conforme Ofício nº 1360/SPOG-30/3048.

Data do Ofício: 20 de março de 2024.

Aguardando assinatura de aprovação do TAP.

TEP assinado pelo cliente, Ofício nº 30/SENG/6828.

Status do projeto: 100%.",SIM,,,,Elo 8,01EAE24,08/03/2024,2T LARA,(92) 2020-1948,Ofício n°553/SEN MN/3643,17/04/2024,Subprocesso SILOMS 1135,"R$ 1.555.303,78",,,,,,,,"R$ 1.555.303,78",15/07/2024,Ofício nº 30/SENG/6828,15/08/2024,,ece.dirinfra,,,,,,30/08/2024,02/10/2024,"R$ 2.640.000,00",,,,Concorrência,90089/2024
2024-2148,2024,2148,18/02/2025 10:50:53,PRC,PlanINFRA,BRASÍLIA,DF,,VI COMAR,COMPREP,GTE,Reforma do hangar e hangarete do GTE e construção de cobertura para os equipamentos de apoio de solo,GTE,,DF03-03EP02-CIV-CN002,3/30/2023,"R$ 1.510.377,49",CEPE,9/2/2024,12/30/2024,100,"R$ 1.746.617,75",Ofício nº 34/DT-QUA/1497,12/9/2024,,,,EMENDA PARLAMENTAR,,,,,,,,,"R$ 1.746.617,75",,,,,,,,,,,,"12/04/2024 - 2º Ten QOCon AQT Augusto realizou contato telefônico com os militares do GTE que participaram da elaboração do CN, solicitando envio das plantas e materiais de apoio contidos em link do Drive. Aguardando envio para análise do material em comento.

19/04/2024 - Atualizado prazo do projeto, conforme PTA DIRINFRA / PTA CEPE 2024.

11/06/2024 - Programada visita técnica por engenheiro civil do efetivo em 17 a 21 JUN, visando a coleta de dados para subsidiar elaboração de TAP e abertura do projeto.

07/10/2024 - Iniciada visita técnica para elaboração do projeto no local, prevista para o período de 30 SET a 18 OUT. Agd restituição do REV1 do TAP com supressão do objeto a pedido do cliente. Projeto iniciado, considerando aprovação do escopo restante pelo cliente.

17/12/2024 - Entregue 03 projetos separados - TEP encaminhado em 09/12 (Ofício 34/DT-QUA/1497). (Custo = Cobertura 1: R$ 461.957,10;  Cobertura 3:  R$ 719.481,71  e  Cobertura 4:  R$ 565.178,94 ). Subprocessos nº 4044, 4049, 4050, 4057, 4058 e 4059.",SIM,,,,Elo 1,DF03-03EP01-CIV-EV001,05/04/2023,Cap QOEng IGOR,(11) 2104-5424,Of. nº 70/SDP/1203,04/10/2024,Of. nº 27/SSPAT/2210,"R$ 1.090.117,62",http://www.gpaer.intraer/index.php?login_externo=1&id=c7edd3f4-0a8d-12e4-b583-262fcc66d173,,,,,,,"R$ 1.090.117,62",30/12/2024,Ofício nº 6/SSPAT/362,14/02/2025,,camposgcc,,,,,,,,,,,,,
2024-2149,2024,2149,31/03/2025 10:11:49,OBI,PlanINFRA,BARBACENA,MG,,III COMAR,COMGEP,EPCAR,Reforma do Ginásio de Esportes da Escola Preparatória de Cadetes do Ar - COMGEP-2025-1-MG-RE,EPCAR,,,,"R$ 5.000.000,00",SERINFRA-RJ,6/10/2024,6/30/2024,100,"R$ 1.437.429,42",105/SSEP-RJ/508,6/19/2024,,,,EMENDA PARLAMENTAR,,"R$ 1.183.688,84",,,,,,,"R$ 1.183.688,84",EPCAR,2/25/2025,7/25/2025,,,,,,,7/25/2025,,"[__/__/____] Conforme reunião, foi definido entre os Serviços Regionais que o SERINFRA-RJ contribuirá com as etapas relacionadas a arquitetura e o SERINFRA-CO com as etapas relacionadas as engenharias civil e elétrica, etapa de orçamento a definir.
===========================
[__/__/____] TAP do projeto encontra-se em elaboração, ECP será realizada com a cooperação de ambos os Serviços Regionais, com o prazo para o dia 12 de abril. Escopo do projeto será definido mediante visita técnica no dia 22 de abril e prazo final para entrega do projeto: 31 de Maio.
===========================
[__/__/____] Foi definido entre os Serviços Regionais que a etapa de orçamento será contribuição do SERINFRA-RJ.
===========================
[25/02/2025] Início da obra. 
===========================
[17/03/2025] Descrição da demanda alterada de ""Reforma das instalações do ginásio de esportes da EPCAR - Fase 1 "" para ""Reforma do Ginásio de Esportes da Escola Preparatória de Cadetes do Ar"" conforme descrição do objeto no SISOP.
===========================
[ 31/03/2025] Correção do nº registro SISOP de COMGEP-2025-0-MG-RE para COMGEP-2025-1-MG-RE",SIM,,,,Elo 4,,,,,80/SEN-RJ/420,04/06/2024,13/STEC-I/9267,"R$ 1.420.406,71",,,,,,,,"R$ 1.420.406,71",30/06/2024,15/STEC-1/10109,21/06/2024,COMGEP-2025-1-MG-RE,ece.dirinfra,,,,,,,,,,,,,
2024-2150,2024,2150,12/02/2025 19:05:37,PRC,PlanINFRA,FLORIANÓPOLIS,SC,,II COMAR,COMPREP,BAFL,Adequação das instalações do Rancho para 200 alunos do PROFESP,BAFL,,01/BAFL/2024,3/20/2024,"R$ 500.000,00",SERINFRA-CO,,,100,"R$ 7.417.611,78",Ofício nº420/CMDO/5998,7/18/2024,,,,EMENDA PARLAMENTAR,,,,,,,,,"R$ 7.417.611,78",,,,,,,,,,,,"1) O referido projeto foi incluído no PTA 2024. O SERINFRA-CO elaborou o ETPE Nº 27/SERINFRA-CO/2024, enviado em 28/06/2024.
2) Em video-conferência realizada posteriormente, em 09/07/2024, a BAFL informou que não teria mais interesse no projeto parcial, uma vez que o recurso é oriundo de emenda parlamentar e havia urgência na sua elaboração, que foi realizada pelos técnicos da unidade.
 3) A BAFL enviou o ofício Ofício  nº420/CMDO/5998, formalizando que não há necessidade de envolvimento do SERINFRA-CO. O SERINFRA-CO enviou à DIRINFRA o Ofício nº 116/SEN-CO/449 informando o contato do documento enviado pela BAFL.
4) Há tratativas em andamento com vistas à reforma da área que não foi objeto da emenda parlamentar. ",SIM,,,,Elo 6,ETPE Nº 27/SERINFRA-CO/2024,28/06/2024,,,,,,,,,,,,,,,,Ofício nº420/CMDO/5998,18/07/2024,,correafkc,,,,,,,,,,,,,
2024-2151,2024,2151,07/03/2025 11:15:42,PRC,PlanINFRA,SÃO JOSÉ DOS CAMPOS,SP,,IV COMAR,DCTA,DCTA,Adequação da infraestrutura da sala e dos vestiários para o PROFESP,DIRINFRA,1464/DIRINFRA/12073,,,"R$ 230.920,94",SERINFRA-SJ,,12/30/2024,100,"R$ 483.414,26",Ofício nº 91/SSEP SJ/980,12/30/2024,,,,EMENDA PARLAMENTAR,,,,,,,,,"R$ 483.414,26",,,,,,,,,,,,"Primeira versão do TAP elaborada e encaminhada para o cliente por meio do Ofício nº 57/SSEP SJ/490, de 15/07/2024. Cliente não devolveu assinado, pois indicou alteração do local (edificação) a ser designado para o PROFESP. Em virtude dessa alteração, foi elaborado um novo TAP, e encaminhado para o cliente dia 04/10/2024. Até o momento o cliente não devolveu o TAP assinado, porém o projeto já encontra-se em andamento. 30% em 23/10/2024. Projeto em fase de conclusão. ",SIM,,,,Elo 5,Ofício nº 57/SSEP SJ/490,15/07/2024,Ten Patrícia,(12) 3947-3349,57/SSEP SJ/490,15/07/2024,,"R$ 332.584,83",https://www.gpaer.intraer/#app/1_1/2,,,,,,,"R$ 332.584,83",30/12/2024,Ofício nº 28/DIP/3140,05/03/2025,,coimbradco,,,,,,,,,,,,,
2024-2152,2024,2152,07/10/2024 16:14:29,PRC,PlanINFRA,PORTO VELHO,RO,,VII COMAR,COMPREP,BAPV,"Manutenção da Quadra Poliesportiva do Centro Social dos Cabos, Soldados e Taifeiros - CESCASOTA",,,Ofício nº38/EIE/14669,12/7/2023,"R$ 230.000,00",SERINFRA-MN,6/17/2024,,100,"R$ 209.222,14",Ofício nº 66/SEN MN/717,8/30/2024,,,,EMENDA PARLAMENTAR,,,,,,,,,"R$ 209.222,14",,,,,,,,,,,,"Alteração do Objeto:
Nome Antigo: Reforma de três quadras poliesportivas da Base Aérea de Porto Velho
Nome Novo: Manutenção da Quadra Poliesportiva do Centro Social dos Cabos, Soldados e Taifeiros - CESCASOTA
Motivo: Mudança de escopo, conforme Ofício n. 4/EIE/2550
Data do Oficio: 14 de março de 2024.
Envio TEP para assinatura: Ofício nº 66/SEN MN/717. Data: 30 de agosto de 2024. SILOMS PEÇAS PROJETO: 1244 SILOMS TEP: 1259
Status do projeto: 95%.
",SIM,,,,Elo 3,RO01-15EP01-GER-OD001,23/02/2024,AP FÁBIO SILVA,(92) 2020-1954,Ofício nº 4/EIE/2550,14/03/2024,Subprocesso 1244,"R$ 209.222,14",,,,,,,,"R$ 209.222,14",,Ofício nº 11/SENG/10157,10/09/2024,,suelenssd,,,,,,,,,,,,,
